Start,End,Open,High,Low,Close,Volume,Market Cap
2024-02-13,2024-02-14,0.532377730580801,0.5338734088351877,0.5176200867776799,0.5254273748858124,1763064500.6968641,28761438472.278744
2024-02-12,2024-02-13,0.5272395559752259,0.5364102287570652,0.5166225411639795,0.5323331617307692,1402131402.4146342,28655654531.81533
2024-02-11,2024-02-12,0.5257823606618588,0.5361798793485868,0.5242936967903683,0.5272482640050214,1093293201.271777,28860594745.864113
2024-02-10,2024-02-11,0.5263629239539852,0.528715795302494,0.5206736017794495,0.5259795133419971,1275434195.7595818,28610096474.240417
2024-02-09,2024-02-10,0.5158018763159309,0.5284758291843331,0.5149399844138994,0.5263509411172165,1449751002.8641114,28413661824.010452
2024-02-08,2024-02-09,0.5140917519299208,0.5185984263499726,0.5110107807380381,0.5150506965639504,1545080902.815331,28024992351.641113
2024-02-07,2024-02-08,0.5058546668898873,0.5153961107323821,0.5004878476430054,0.5143432846519002,1365561684.84669,27538150630.425087
2024-02-06,2024-02-07,0.5064034235521327,0.5110852246722246,0.5002289087861863,0.5060951444684452,1308169541.9303136,27520877466.00697
2024-02-05,2024-02-06,0.5045769411595201,0.5128167416238899,0.4990521383844443,0.506917471191818,1148102017.3763065,27540384194.261326
2024-02-04,2024-02-05,0.519367424010532,0.5195798541348429,0.5038140857709741,0.5042908850500973,1208856435.7700348,27902370470.393726
2024-02-03,2024-02-04,0.5095791355113201,0.5258258756565338,0.5064930078113019,0.5195575901465679,1462568713.5888503,28050485738.696865
2024-02-02,2024-02-03,0.5061092264569845,0.5130540548420656,0.4999365108237508,0.5104176105834327,1444402631.8850174,27511024734.20209
2024-02-01,2024-02-02,0.5036102652543556,0.5102284317542858,0.49095854371388564,0.5061920016215831,2096465844.121951,27160964784.54007
2024-01-31,2024-02-01,0.5110267247685699,0.514312202295196,0.49784768838378934,0.5036329871948914,2804832717.449477,27646967026.878048
2024-01-30,2024-01-31,0.5344641156327027,0.5388905699086173,0.5086635497198906,0.5114432499651033,1704369060.6480837,28723020259.878048
2024-01-29,2024-01-30,0.5240275255967113,0.5395633831417235,0.5214939424648023,0.5356852809571936,1212177498.6689897,28778939125.397213
