Start,End,Open,High,Low,Close,Volume,Market Cap
2024-02-14,2024-02-15,11.9549,12.2728,11.9442,12.1966,54615415.65853658,856140851.9477352
2024-02-13,2024-02-14,12.1785,12.2036,11.672,11.9526,49931535.421602786,844917976.4738677
2024-02-12,2024-02-13,11.7702,12.2019,11.6021,12.1596,36390556.03135888,836456315.2473868
2024-02-11,2024-02-12,11.8355,12.0067,11.6957,11.7481,35970445.58885018,837384306.4250871
2024-02-10,2024-02-11,11.8964,11.9602,11.6041,11.8342,41958280.59581882,835305008.4912893
2024-02-09,2024-02-10,11.6689,11.8939,11.6371,11.8838,40666182.473867595,829422487.7560976
2024-02-08,2024-02-09,11.5234,11.6787,11.4904,11.6606,44523543.233449474,817523250.630662
2024-02-07,2024-02-08,11.2024,11.5708,11.1342,11.4901,46439153.912891984,798024449.7770035
2024-02-06,2024-02-07,10.9476,11.2657,10.9317,11.2137,34982826.60278746,783602601.4599303
2024-02-05,2024-02-06,10.8864,11.0784,10.6992,10.9704,38176063.87456446,772003633.5574913
2024-02-04,2024-02-05,11.2124,11.2124,10.8421,10.8613,48180022.18118467,777248896.1045296
2024-02-03,2024-02-04,11.1084,11.2894,11.0304,11.2095,43602109.407665506,786940784.0243902
2024-02-02,2024-02-03,11.2247,11.3493,10.9599,11.1121,96895558.69337979,782862656.5226481
2024-02-01,2024-02-02,10.8019,11.3909,10.7373,11.2597,236360325.815331,786785942.7038327
2024-01-31,2024-02-01,11.1944,12.0211,10.7063,10.8216,178116590.22648084,788218347.9860628
2024-01-30,2024-01-31,11.2107,11.4233,11.1182,11.1182,44425698.93031359,794876623.7630662
2024-01-29,2024-01-30,10.8108,11.2686,10.788,11.2453,37677867.02439024,778220734.4041812
2024-01-28,2024-01-29,11.0403,11.1406,10.7903,10.8589,32492725.846689895,773828156.076655
2024-01-27,2024-01-28,10.9262,11.051,10.8438,11.034,36154198.39372823,774857211.9686412
2024-01-26,2024-01-27,10.6162,11.003,10.5139,10.927,36345202.51567944,760106583.8501742
2024-01-25,2024-01-26,10.6014,10.712,10.351,10.6185,42752522.66550522,744273909.7247387
2024-01-24,2024-01-25,10.4281,10.6205,10.2532,10.6205,56070206.73170732,736613269.804878
2024-01-23,2024-01-24,10.651,10.7583,9.916477846483183,10.4327,70894836.8989547,730008525.5888501
2024-01-22,2024-01-23,11.6829,11.766,10.6419,10.6419,49733929.93031359,786471418.184669
2024-01-21,2024-01-22,11.7112,11.9226,11.664,11.664,35583977.37630662,834440158.1916376
2024-01-20,2024-01-21,11.4334,11.7237,11.3587,11.7237,47791959.637630664,811945472.4459931
2024-01-19,2024-01-20,11.6097,11.6097,10.8432,11.456,67133101.41114983,803208636.0278746
2024-01-18,2024-01-19,11.9691,12.2976,11.4063,11.515,68508961.70731707,841559541.630662
2024-01-17,2024-01-18,12.2553,12.5363,11.8,11.8768,67349642.08710802,847934015.3414634
2024-01-16,2024-01-17,11.9844,12.2723,11.8478,12.156,47567562.87804878,854314117.4146341
2024-01-15,2024-01-16,11.9821,12.2303,11.8811,11.9842,47839234.19163763,853031097.1602788
2024-01-14,2024-01-15,12.3672,12.5144,11.9277,11.9277,44711679.39372823,868653531.1602788
2024-01-13,2024-01-14,12.354,12.4434,11.9753,12.3505,80488558.51219513,869134129.2125436
2024-01-12,2024-01-13,13.177,13.2649,11.9838,12.2841,113507197.18466899,909040256.2439024
2024-01-11,2024-01-12,12.7354,13.1464,12.2791,12.901,124662846.70034844,895664201.3658537
2024-01-10,2024-01-11,11.5831,12.5894,11.2298,12.3152,82138391.17770036,820203996.5644599
2024-01-09,2024-01-10,12.0036,12.0524,11.1921,11.5742,74713904.36585365,819225989.1707317
2024-01-08,2024-01-09,11.3206,12.0668,10.6143,12.0194,87214639.42508711,801329673.3170732
2024-01-07,2024-01-08,12.0732,12.1969,11.1896,11.271,61862024.71080139,837584199.2125436
2024-01-06,2024-01-07,12.2794,12.2952,11.6682,12.0728,71120696.8989547,851470222.8292683
2024-01-05,2024-01-06,12.8803,12.9448,11.794,12.307,86033658.52264808,867668543.6620209
2024-01-04,2024-01-05,12.5363,13.0316,12.1829,12.9378,141469875.61324042,897297040.1184669
