Start,End,Open,High,Low,Close,Volume,Market Cap
2024-02-14,2024-02-15,0.031660687753715715,0.03346745483911668,0.03142990833218787,0.03308365874748234,13022721.655052265,1119162041.682927
2024-02-13,2024-02-14,0.03265422652215593,0.03286421837003708,0.030967465617066373,0.031762589217509234,21133393.18815331,1097325292.4111497
2024-02-12,2024-02-13,0.03325163149613832,0.034980412937113244,0.030721139820782475,0.03277697278885527,36514733.905923344,1102795554.8850174
2024-02-11,2024-02-12,0.029795310428619368,0.03364158951327204,0.029795310428619368,0.03335177032525429,15381101.7456446,1040241711.5226481
2024-02-10,2024-02-11,0.030093360574014492,0.030251336386774227,0.02944293339289029,0.029767512271707312,11580896.080139372,973091622.5923345
2024-02-09,2024-02-10,0.029481102591111884,0.030588297228774566,0.028819280430789938,0.030308823091452598,15355907.299651569,962851112.9163764
2024-02-08,2024-02-09,0.029455627241293195,0.030811792574398665,0.02917804272261136,0.029439292192956983,24555629.459930312,968752767.9721254
2024-02-07,2024-02-08,0.028195739838901994,0.030024451656877584,0.027286697964032623,0.0297292339134407,25298644.299651567,926957849.3728223
2024-02-06,2024-02-07,0.030254019308439833,0.03031549358290495,0.028110643666911246,0.028256564937360548,31959887.10801394,625021536.5226481
2024-02-05,2024-02-06,0.032387527482235536,0.033928870437620266,0.0292646647289862,0.030385941402707166,66811730.92334495,460209492.9965157
2024-02-04,2024-02-05,0.02748725652991459,0.03372465173683707,0.02724039956585788,0.03217897160664039,50406744.578397214,444831479.9930314
2024-02-03,2024-02-04,0.02596435342274913,0.028060790739894675,0.025614113728601225,0.02789623300969503,29982340.05923345,392688175.3240418
2024-02-02,2024-02-03,0.022411359545721956,0.026098715287190058,0.022411359545721956,0.026098715287190058,14413622.770034844,358482775.7108014
2024-02-01,2024-02-02,0.0239494821479277,0.0240628490129326,0.022236470590267246,0.022437280002213643,10840091.592334494,334561733.9512195
2024-01-31,2024-02-01,0.0228928629232866,0.02411024312127978,0.022754020461001702,0.023788374649951982,12727393.804878049,345760279.3031359
2024-01-30,2024-01-31,0.022621146306162705,0.02417335253103045,0.02253801225538097,0.022798332456371608,9244022.365853658,339995299.80139375
2024-01-29,2024-01-30,0.022288239466243975,0.022710690433278266,0.021701177402724516,0.022650040797794344,14538755.818815332,327790419.8118467
